"","Units","scenario","year","market","value"
"413","1990$/tC","cost_80constraint",2020,"globalCO2_FUG",0
"414","1990$/tC","cost_80constraint",2020,"globalCO2_LUC",0
"415","1990$/tC","cost_80constraint",2025,"globalCO2",78.0946
"416","1990$/tC","cost_80constraint",2025,"globalCO2_FUG",0
"417","1990$/tC","cost_80constraint",2025,"globalCO2_LUC",4.88091
"418","1990$/tC","cost_80constraint",2030,"globalCO2",94.5412
"419","1990$/tC","cost_80constraint",2030,"globalCO2_FUG",0
"420","1990$/tC","cost_80constraint",2030,"globalCO2_LUC",11.8176
"421","1990$/tC","cost_80constraint",2035,"globalCO2",132.567
"422","1990$/tC","cost_80constraint",2035,"globalCO2_FUG",0
"423","1990$/tC","cost_80constraint",2035,"globalCO2_LUC",24.8564
"424","1990$/tC","cost_80constraint",2040,"globalCO2",152.675
"425","1990$/tC","cost_80constraint",2040,"globalCO2_FUG",0
"426","1990$/tC","cost_80constraint",2040,"globalCO2_LUC",38.1687
"427","1990$/tC","cost_80constraint",2045,"globalCO2",198.398
"428","1990$/tC","cost_80constraint",2045,"globalCO2_FUG",0
"429","1990$/tC","cost_80constraint",2045,"globalCO2_LUC",61.9993
"430","1990$/tC","cost_80constraint",2050,"globalCO2",219.118
"431","1990$/tC","cost_80constraint",2050,"globalCO2_FUG",0
"432","1990$/tC","cost_80constraint",2050,"globalCO2_LUC",82.1694
"433","1990$/tC","cost_80constraint",2055,"globalCO2",272.574
"434","1990$/tC","cost_80constraint",2055,"globalCO2_FUG",0
"435","1990$/tC","cost_80constraint",2055,"globalCO2_LUC",119.251
"436","1990$/tC","cost_80constraint",2060,"globalCO2",321.543
"437","1990$/tC","cost_80constraint",2060,"globalCO2_FUG",0
"438","1990$/tC","cost_80constraint",2060,"globalCO2_LUC",160.772
"439","1990$/tC","cost_80constraint",2065,"globalCO2",379.519
"440","1990$/tC","cost_80constraint",2065,"globalCO2_FUG",0
"441","1990$/tC","cost_80constraint",2065,"globalCO2_LUC",213.479
"442","1990$/tC","cost_80constraint",2070,"globalCO2",464.521
"443","1990$/tC","cost_80constraint",2070,"globalCO2_FUG",0
"444","1990$/tC","cost_80constraint",2070,"globalCO2_LUC",290.326
"445","1990$/tC","cost_80constraint",2075,"globalCO2",560.398
"446","1990$/tC","cost_80constraint",2075,"globalCO2_FUG",0
"447","1990$/tC","cost_80constraint",2075,"globalCO2_LUC",385.273
"448","1990$/tC","cost_80constraint",2080,"globalCO2",670.522
"449","1990$/tC","cost_80constraint",2080,"globalCO2_FUG",0
"450","1990$/tC","cost_80constraint",2080,"globalCO2_LUC",502.891
"451","1990$/tC","cost_80constraint",2085,"globalCO2",787.959
"452","1990$/tC","cost_80constraint",2085,"globalCO2_FUG",0
"453","1990$/tC","cost_80constraint",2085,"globalCO2_LUC",640.217
"454","1990$/tC","cost_80constraint",2090,"globalCO2",831.751
"455","1990$/tC","cost_80constraint",2090,"globalCO2_FUG",0
"456","1990$/tC","cost_80constraint",2090,"globalCO2_LUC",727.782
"457","1990$/tC","cost_80constraint",2095,"globalCO2",797.728
"458","1990$/tC","cost_80constraint",2095,"globalCO2_FUG",0
"459","1990$/tC","cost_80constraint",2095,"globalCO2_LUC",747.87
"460","1990$/tC","cost_80constraint",2100,"globalCO2",791.025
"461","1990$/tC","cost_80constraint",2100,"globalCO2_FUG",0
"462","1990$/tC","cost_80constraint",2100,"globalCO2_LUC",791.025
"463","1990$/tC","cost_90constraint",1975,"globalCO2",0
"464","1990$/tC","cost_90constraint",1975,"globalCO2_FUG",0
"465","1990$/tC","cost_90constraint",1975,"globalCO2_LUC",0
"466","1990$/tC","cost_90constraint",1990,"globalCO2",0
"467","1990$/tC","cost_90constraint",1990,"globalCO2_FUG",0
"468","1990$/tC","cost_90constraint",1990,"globalCO2_LUC",0
"469","1990$/tC","cost_90constraint",2005,"globalCO2",0
"470","1990$/tC","cost_90constraint",2005,"globalCO2_FUG",0
"471","1990$/tC","cost_90constraint",2005,"globalCO2_LUC",0
"472","1990$/tC","cost_90constraint",2010,"globalCO2",0
"473","1990$/tC","cost_90constraint",2010,"globalCO2_FUG",0
"474","1990$/tC","cost_90constraint",2010,"globalCO2_LUC",0
"475","1990$/tC","cost_90constraint",2015,"globalCO2",0
"476","1990$/tC","cost_90constraint",2015,"globalCO2_FUG",0
"477","1990$/tC","cost_90constraint",2015,"globalCO2_LUC",0
"478","1990$/tC","cost_90constraint",2020,"globalCO2",0
"479","1990$/tC","cost_90constraint",2020,"globalCO2_FUG",0
"480","1990$/tC","cost_90constraint",2020,"globalCO2_LUC",0
"481","1990$/tC","cost_90constraint",2025,"globalCO2",96.0575
"482","1990$/tC","cost_90constraint",2025,"globalCO2_FUG",0
"483","1990$/tC","cost_90constraint",2025,"globalCO2_LUC",6.0036
"484","1990$/tC","cost_90constraint",2030,"globalCO2",110.773
"485","1990$/tC","cost_90constraint",2030,"globalCO2_FUG",0
"486","1990$/tC","cost_90constraint",2030,"globalCO2_LUC",13.8467
"487","1990$/tC","cost_90constraint",2035,"globalCO2",156.367
"488","1990$/tC","cost_90constraint",2035,"globalCO2_FUG",0
"489","1990$/tC","cost_90constraint",2035,"globalCO2_LUC",29.3188
"490","1990$/tC","cost_90constraint",2040,"globalCO2",180.31
"491","1990$/tC","cost_90constraint",2040,"globalCO2_FUG",0
"492","1990$/tC","cost_90constraint",2040,"globalCO2_LUC",45.0776
"493","1990$/tC","cost_90constraint",2045,"globalCO2",236.039
"494","1990$/tC","cost_90constraint",2045,"globalCO2_FUG",0
"495","1990$/tC","cost_90constraint",2045,"globalCO2_LUC",73.7623
"496","1990$/tC","cost_90constraint",2050,"globalCO2",253.601
"497","1990$/tC","cost_90constraint",2050,"globalCO2_FUG",0
"498","1990$/tC","cost_90constraint",2050,"globalCO2_LUC",95.1002
"499","1990$/tC","cost_90constraint",2055,"globalCO2",331.819
"500","1990$/tC","cost_90constraint",2055,"globalCO2_FUG",0
"501","1990$/tC","cost_90constraint",2055,"globalCO2_LUC",145.171
"502","1990$/tC","cost_90constraint",2060,"globalCO2",397.885
"503","1990$/tC","cost_90constraint",2060,"globalCO2_FUG",0
"504","1990$/tC","cost_90constraint",2060,"globalCO2_LUC",198.943
"505","1990$/tC","cost_90constraint",2065,"globalCO2",494.272
"506","1990$/tC","cost_90constraint",2065,"globalCO2_FUG",0
"507","1990$/tC","cost_90constraint",2065,"globalCO2_LUC",278.028
"508","1990$/tC","cost_90constraint",2070,"globalCO2",633.333
"509","1990$/tC","cost_90constraint",2070,"globalCO2_FUG",0
"510","1990$/tC","cost_90constraint",2070,"globalCO2_LUC",395.833
"511","1990$/tC","cost_90constraint",2075,"globalCO2",788.584
"512","1990$/tC","cost_90constraint",2075,"globalCO2_FUG",0
"513","1990$/tC","cost_90constraint",2075,"globalCO2_LUC",542.152
"514","1990$/tC","cost_90constraint",2080,"globalCO2",802.178
"515","1990$/tC","cost_90constraint",2080,"globalCO2_FUG",0
"516","1990$/tC","cost_90constraint",2080,"globalCO2_LUC",601.634
"517","1990$/tC","cost_90constraint",2085,"globalCO2",781.123
"518","1990$/tC","cost_90constraint",2085,"globalCO2_FUG",0
"519","1990$/tC","cost_90constraint",2085,"globalCO2_LUC",634.662
"520","1990$/tC","cost_90constraint",2090,"globalCO2",770.62
"521","1990$/tC","cost_90constraint",2090,"globalCO2_FUG",0
"522","1990$/tC","cost_90constraint",2090,"globalCO2_LUC",674.292
"523","1990$/tC","cost_90constraint",2095,"globalCO2",780.911
"524","1990$/tC","cost_90constraint",2095,"globalCO2_FUG",0
"525","1990$/tC","cost_90constraint",2095,"globalCO2_LUC",732.104
"526","1990$/tC","cost_90constraint",2100,"globalCO2",803.443
"527","1990$/tC","cost_90constraint",2100,"globalCO2_FUG",0
"528","1990$/tC","cost_90constraint",2100,"globalCO2_LUC",803.443
"529","1990$/tC","Impact_20constraint",1975,"Africa_EasternCO2",0
"530","1990$/tC","Impact_20constraint",1975,"Africa_EasternCO2_FUG",0
"531","1990$/tC","Impact_20constraint",1975,"Africa_EasternCO2_LUC",0
"532","1990$/tC","Impact_20constraint",1975,"Africa_NorthernCO2",0
"533","1990$/tC","Impact_20constraint",1975,"Africa_NorthernCO2_FUG",0
"534","1990$/tC","Impact_20constraint",1975,"Africa_NorthernCO2_LUC",0
"535","1990$/tC","Impact_20constraint",1975,"Africa_SouthernCO2",0
"536","1990$/tC","Impact_20constraint",1975,"Africa_SouthernCO2_FUG",0
"537","1990$/tC","Impact_20constraint",1975,"Africa_SouthernCO2_LUC",0
"538","1990$/tC","Impact_20constraint",1975,"Africa_WesternCO2",0
"539","1990$/tC","Impact_20constraint",1975,"Africa_WesternCO2_FUG",0
"540","1990$/tC","Impact_20constraint",1975,"Africa_WesternCO2_LUC",0
"541","1990$/tC","Impact_20constraint",1975,"ArgentinaCO2",0
"542","1990$/tC","Impact_20constraint",1975,"ArgentinaCO2_FUG",0
"543","1990$/tC","Impact_20constraint",1975,"ArgentinaCO2_LUC",0
"544","1990$/tC","Impact_20constraint",1975,"Australia_NZCO2",0
"545","1990$/tC","Impact_20constraint",1975,"Australia_NZCO2_FUG",0
"546","1990$/tC","Impact_20constraint",1975,"Australia_NZCO2_LUC",0
"547","1990$/tC","Impact_20constraint",1975,"BrazilCO2",0
"548","1990$/tC","Impact_20constraint",1975,"BrazilCO2_FUG",0
"549","1990$/tC","Impact_20constraint",1975,"BrazilCO2_LUC",0
"550","1990$/tC","Impact_20constraint",1975,"CanadaCO2",0
"551","1990$/tC","Impact_20constraint",1975,"CanadaCO2_FUG",0
"552","1990$/tC","Impact_20constraint",1975,"CanadaCO2_LUC",0
"553","1990$/tC","Impact_20constraint",1975,"Central America and CaribbeanCO2",0
"554","1990$/tC","Impact_20constraint",1975,"Central America and CaribbeanCO2_FUG",0
"555","1990$/tC","Impact_20constraint",1975,"Central America and CaribbeanCO2_LUC",0
"556","1990$/tC","Impact_20constraint",1975,"Central AsiaCO2",0
"557","1990$/tC","Impact_20constraint",1975,"Central AsiaCO2_FUG",0
"558","1990$/tC","Impact_20constraint",1975,"Central AsiaCO2_LUC",0
"559","1990$/tC","Impact_20constraint",1975,"ChinaCO2",0
"560","1990$/tC","Impact_20constraint",1975,"ChinaCO2_FUG",0
"561","1990$/tC","Impact_20constraint",1975,"ChinaCO2_LUC",0
"562","1990$/tC","Impact_20constraint",1975,"ColombiaCO2",0
"563","1990$/tC","Impact_20constraint",1975,"ColombiaCO2_FUG",0
"564","1990$/tC","Impact_20constraint",1975,"ColombiaCO2_LUC",0
"565","1990$/tC","Impact_20constraint",1975,"EU-12CO2",0
"566","1990$/tC","Impact_20constraint",1975,"EU-12CO2_FUG",0
"567","1990$/tC","Impact_20constraint",1975,"EU-12CO2_LUC",0
"568","1990$/tC","Impact_20constraint",1975,"EU-15CO2",0
"569","1990$/tC","Impact_20constraint",1975,"EU-15CO2_FUG",0
"570","1990$/tC","Impact_20constraint",1975,"EU-15CO2_LUC",0
"571","1990$/tC","Impact_20constraint",1975,"Europe_EasternCO2",0
"572","1990$/tC","Impact_20constraint",1975,"Europe_EasternCO2_FUG",0
"573","1990$/tC","Impact_20constraint",1975,"Europe_EasternCO2_LUC",0
"574","1990$/tC","Impact_20constraint",1975,"Europe_Non_EUCO2",0
"575","1990$/tC","Impact_20constraint",1975,"Europe_Non_EUCO2_FUG",0
"576","1990$/tC","Impact_20constraint",1975,"Europe_Non_EUCO2_LUC",0
"577","1990$/tC","Impact_20constraint",1975,"European Free Trade AssociationCO2",0
"578","1990$/tC","Impact_20constraint",1975,"European Free Trade AssociationCO2_FUG",0
"579","1990$/tC","Impact_20constraint",1975,"European Free Trade AssociationCO2_LUC",0
"580","1990$/tC","Impact_20constraint",1975,"IndiaCO2",0
"581","1990$/tC","Impact_20constraint",1975,"IndiaCO2_FUG",0
"582","1990$/tC","Impact_20constraint",1975,"IndiaCO2_LUC",0
"583","1990$/tC","Impact_20constraint",1975,"IndonesiaCO2",0
"584","1990$/tC","Impact_20constraint",1975,"IndonesiaCO2_FUG",0
"585","1990$/tC","Impact_20constraint",1975,"IndonesiaCO2_LUC",0
"586","1990$/tC","Impact_20constraint",1975,"JapanCO2",0
"587","1990$/tC","Impact_20constraint",1975,"JapanCO2_FUG",0
"588","1990$/tC","Impact_20constraint",1975,"JapanCO2_LUC",0
"589","1990$/tC","Impact_20constraint",1975,"MexicoCO2",0
"590","1990$/tC","Impact_20constraint",1975,"MexicoCO2_FUG",0
"591","1990$/tC","Impact_20constraint",1975,"MexicoCO2_LUC",0
"592","1990$/tC","Impact_20constraint",1975,"Middle EastCO2",0
"593","1990$/tC","Impact_20constraint",1975,"Middle EastCO2_FUG",0
"594","1990$/tC","Impact_20constraint",1975,"Middle EastCO2_LUC",0
"595","1990$/tC","Impact_20constraint",1975,"PakistanCO2",0
"596","1990$/tC","Impact_20constraint",1975,"PakistanCO2_FUG",0
"597","1990$/tC","Impact_20constraint",1975,"PakistanCO2_LUC",0
"598","1990$/tC","Impact_20constraint",1975,"RussiaCO2",0
"599","1990$/tC","Impact_20constraint",1975,"RussiaCO2_FUG",0
"600","1990$/tC","Impact_20constraint",1975,"RussiaCO2_LUC",0
"601","1990$/tC","Impact_20constraint",1975,"South AfricaCO2",0
"602","1990$/tC","Impact_20constraint",1975,"South AfricaCO2_FUG",0
"603","1990$/tC","Impact_20constraint",1975,"South AfricaCO2_LUC",0
"604","1990$/tC","Impact_20constraint",1975,"South America_NorthernCO2",0
"605","1990$/tC","Impact_20constraint",1975,"South America_NorthernCO2_FUG",0
"606","1990$/tC","Impact_20constraint",1975,"South America_NorthernCO2_LUC",0
"607","1990$/tC","Impact_20constraint",1975,"South America_SouthernCO2",0
"608","1990$/tC","Impact_20constraint",1975,"South America_SouthernCO2_FUG",0
"609","1990$/tC","Impact_20constraint",1975,"South America_SouthernCO2_LUC",0
"610","1990$/tC","Impact_20constraint",1975,"South AsiaCO2",0
"611","1990$/tC","Impact_20constraint",1975,"South AsiaCO2_FUG",0
"612","1990$/tC","Impact_20constraint",1975,"South AsiaCO2_LUC",0
"613","1990$/tC","Impact_20constraint",1975,"South KoreaCO2",0
"614","1990$/tC","Impact_20constraint",1975,"South KoreaCO2_FUG",0
"615","1990$/tC","Impact_20constraint",1975,"South KoreaCO2_LUC",0
"616","1990$/tC","Impact_20constraint",1975,"Southeast AsiaCO2",0
"617","1990$/tC","Impact_20constraint",1975,"Southeast AsiaCO2_FUG",0
"618","1990$/tC","Impact_20constraint",1975,"Southeast AsiaCO2_LUC",0
"619","1990$/tC","Impact_20constraint",1975,"TaiwanCO2",0
"620","1990$/tC","Impact_20constraint",1975,"TaiwanCO2_FUG",0
"621","1990$/tC","Impact_20constraint",1975,"TaiwanCO2_LUC",0
"622","1990$/tC","Impact_20constraint",1975,"USACO2",0
"623","1990$/tC","Impact_20constraint",1975,"USACO2_FUG",0
"624","1990$/tC","Impact_20constraint",1975,"USACO2_LUC",0
"625","1990$/tC","Impact_20constraint",1975,"globalCO2_TOTAL",0
"626","1990$/tC","Impact_20constraint",1990,"Africa_EasternCO2",0
"627","1990$/tC","Impact_20constraint",1990,"Africa_EasternCO2_FUG",0
"628","1990$/tC","Impact_20constraint",1990,"Africa_EasternCO2_LUC",0
"629","1990$/tC","Impact_20constraint",1990,"Africa_NorthernCO2",0
"630","1990$/tC","Impact_20constraint",1990,"Africa_NorthernCO2_FUG",0
"631","1990$/tC","Impact_20constraint",1990,"Africa_NorthernCO2_LUC",0
"632","1990$/tC","Impact_20constraint",1990,"Africa_SouthernCO2",0
"633","1990$/tC","Impact_20constraint",1990,"Africa_SouthernCO2_FUG",0
"634","1990$/tC","Impact_20constraint",1990,"Africa_SouthernCO2_LUC",0
"635","1990$/tC","Impact_20constraint",1990,"Africa_WesternCO2",0
"636","1990$/tC","Impact_20constraint",1990,"Africa_WesternCO2_FUG",0
"637","1990$/tC","Impact_20constraint",1990,"Africa_WesternCO2_LUC",0
"638","1990$/tC","Impact_20constraint",1990,"ArgentinaCO2",0
"639","1990$/tC","Impact_20constraint",1990,"ArgentinaCO2_FUG",0
"640","1990$/tC","Impact_20constraint",1990,"ArgentinaCO2_LUC",0
"641","1990$/tC","Impact_20constraint",1990,"Australia_NZCO2",0
"642","1990$/tC","Impact_20constraint",1990,"Australia_NZCO2_FUG",0
"643","1990$/tC","Impact_20constraint",1990,"Australia_NZCO2_LUC",0
"644","1990$/tC","Impact_20constraint",1990,"BrazilCO2",0
"645","1990$/tC","Impact_20constraint",1990,"BrazilCO2_FUG",0
"646","1990$/tC","Impact_20constraint",1990,"BrazilCO2_LUC",0
"647","1990$/tC","Impact_20constraint",1990,"CanadaCO2",0
"648","1990$/tC","Impact_20constraint",1990,"CanadaCO2_FUG",0
"649","1990$/tC","Impact_20constraint",1990,"CanadaCO2_LUC",0
"650","1990$/tC","Impact_20constraint",1990,"Central America and CaribbeanCO2",0
"651","1990$/tC","Impact_20constraint",1990,"Central America and CaribbeanCO2_FUG",0
"652","1990$/tC","Impact_20constraint",1990,"Central America and CaribbeanCO2_LUC",0
"653","1990$/tC","Impact_20constraint",1990,"Central AsiaCO2",0
"654","1990$/tC","Impact_20constraint",1990,"Central AsiaCO2_FUG",0
"655","1990$/tC","Impact_20constraint",1990,"Central AsiaCO2_LUC",0
"656","1990$/tC","Impact_20constraint",1990,"ChinaCO2",0
"657","1990$/tC","Impact_20constraint",1990,"ChinaCO2_FUG",0
"658","1990$/tC","Impact_20constraint",1990,"ChinaCO2_LUC",0
"659","1990$/tC","Impact_20constraint",1990,"ColombiaCO2",0
"660","1990$/tC","Impact_20constraint",1990,"ColombiaCO2_FUG",0
"661","1990$/tC","Impact_20constraint",1990,"ColombiaCO2_LUC",0
"662","1990$/tC","Impact_20constraint",1990,"EU-12CO2",0
"663","1990$/tC","Impact_20constraint",1990,"EU-12CO2_FUG",0
"664","1990$/tC","Impact_20constraint",1990,"EU-12CO2_LUC",0
"665","1990$/tC","Impact_20constraint",1990,"EU-15CO2",0
"666","1990$/tC","Impact_20constraint",1990,"EU-15CO2_FUG",0
"667","1990$/tC","Impact_20constraint",1990,"EU-15CO2_LUC",0
"668","1990$/tC","Impact_20constraint",1990,"Europe_EasternCO2",0
"669","1990$/tC","Impact_20constraint",1990,"Europe_EasternCO2_FUG",0
"670","1990$/tC","Impact_20constraint",1990,"Europe_EasternCO2_LUC",0
"671","1990$/tC","Impact_20constraint",1990,"Europe_Non_EUCO2",0
"672","1990$/tC","Impact_20constraint",1990,"Europe_Non_EUCO2_FUG",0
"673","1990$/tC","Impact_20constraint",1990,"Europe_Non_EUCO2_LUC",0
"674","1990$/tC","Impact_20constraint",1990,"European Free Trade AssociationCO2",0
"675","1990$/tC","Impact_20constraint",1990,"European Free Trade AssociationCO2_FUG",0
"676","1990$/tC","Impact_20constraint",1990,"European Free Trade AssociationCO2_LUC",0
"677","1990$/tC","Impact_20constraint",1990,"IndiaCO2",0
"678","1990$/tC","Impact_20constraint",1990,"IndiaCO2_FUG",0
"679","1990$/tC","Impact_20constraint",1990,"IndiaCO2_LUC",0
"680","1990$/tC","Impact_20constraint",1990,"IndonesiaCO2",0
"681","1990$/tC","Impact_20constraint",1990,"IndonesiaCO2_FUG",0
"682","1990$/tC","Impact_20constraint",1990,"IndonesiaCO2_LUC",0
"683","1990$/tC","Impact_20constraint",1990,"JapanCO2",0
"684","1990$/tC","Impact_20constraint",1990,"JapanCO2_FUG",0
"685","1990$/tC","Impact_20constraint",1990,"JapanCO2_LUC",0
"686","1990$/tC","Impact_20constraint",1990,"MexicoCO2",0
"687","1990$/tC","Impact_20constraint",1990,"MexicoCO2_FUG",0
"688","1990$/tC","Impact_20constraint",1990,"MexicoCO2_LUC",0
"689","1990$/tC","Impact_20constraint",1990,"Middle EastCO2",0
"690","1990$/tC","Impact_20constraint",1990,"Middle EastCO2_FUG",0
"691","1990$/tC","Impact_20constraint",1990,"Middle EastCO2_LUC",0
"692","1990$/tC","Impact_20constraint",1990,"PakistanCO2",0
"693","1990$/tC","Impact_20constraint",1990,"PakistanCO2_FUG",0
"694","1990$/tC","Impact_20constraint",1990,"PakistanCO2_LUC",0
"695","1990$/tC","Impact_20constraint",1990,"RussiaCO2",0
"696","1990$/tC","Impact_20constraint",1990,"RussiaCO2_FUG",0
"697","1990$/tC","Impact_20constraint",1990,"RussiaCO2_LUC",0
"698","1990$/tC","Impact_20constraint",1990,"South AfricaCO2",0
"699","1990$/tC","Impact_20constraint",1990,"South AfricaCO2_FUG",0
"700","1990$/tC","Impact_20constraint",1990,"South AfricaCO2_LUC",0
"701","1990$/tC","Impact_20constraint",1990,"South America_NorthernCO2",0
"702","1990$/tC","Impact_20constraint",1990,"South America_NorthernCO2_FUG",0
"703","1990$/tC","Impact_20constraint",1990,"South America_NorthernCO2_LUC",0
"704","1990$/tC","Impact_20constraint",1990,"South America_SouthernCO2",0
"705","1990$/tC","Impact_20constraint",1990,"South America_SouthernCO2_FUG",0
"706","1990$/tC","Impact_20constraint",1990,"South America_SouthernCO2_LUC",0
"707","1990$/tC","Impact_20constraint",1990,"South AsiaCO2",0
"708","1990$/tC","Impact_20constraint",1990,"South AsiaCO2_FUG",0
"709","1990$/tC","Impact_20constraint",1990,"South AsiaCO2_LUC",0
"710","1990$/tC","Impact_20constraint",1990,"South KoreaCO2",0
"711","1990$/tC","Impact_20constraint",1990,"South KoreaCO2_FUG",0
"712","1990$/tC","Impact_20constraint",1990,"South KoreaCO2_LUC",0
"713","1990$/tC","Impact_20constraint",1990,"Southeast AsiaCO2",0
"714","1990$/tC","Impact_20constraint",1990,"Southeast AsiaCO2_FUG",0
"715","1990$/tC","Impact_20constraint",1990,"Southeast AsiaCO2_LUC",0
"716","1990$/tC","Impact_20constraint",1990,"TaiwanCO2",0
"717","1990$/tC","Impact_20constraint",1990,"TaiwanCO2_FUG",0
"718","1990$/tC","Impact_20constraint",1990,"TaiwanCO2_LUC",0
"719","1990$/tC","Impact_20constraint",1990,"USACO2",0
